total_points,position,was_home,opponent_team,average_goals_per_90,average_assists_per_90,average_ict_per_90,average_goals_conceded_per_90,value,average_influence_per_90,average_creativity_per_90,average_threat_per_90
2,2,False,12,0,0,0,0,45.0,0,0,0
2,2,True,2,0.0,0.0,1.8,2.0,45.0,16.6,1.4,0.0
-1,2,False,13,0.0,0.0,2.9,1.5,44.0,22.200000000000003,5.7,1.0
2,2,True,4,0.0,0.0,3.2,1.3333333333333333,44.0,18.66666666666667,7.200000000000001,6.0
6,2,False,15,0.0,0.0,2.6999999999999997,2.0,44.0,16.85,5.525,4.5
1,2,True,6,0.0,0.0,2.6,1.8,43.0,17.64,4.58,3.6
1,2,True,11,0.0,0.0,3.1000000000000005,1.5,43.0,20.333333333333332,4.016666666666667,6.5
7,2,False,10,0.0,0.0,2.985714285714286,1.5714285714285714,43.0,20.37142857142857,3.4571428571428577,5.857142857142857
1,2,True,20,0.0,0.0,2.85,1.5,44.0,20.2,3.0375000000000005,5.125
0,2,False,8,0.0,0.0,2.9,1.3333333333333333,44.0,21.066666666666666,2.7888888888888896,5.0
0,2,True,17,0.0,0.0,2.8,1.3,44.0,20.36,2.5900000000000003,4.9
1,4,True,1,0,0,0,0,55.0,0,0,0
0,4,False,12,0,0,0,0,55.0,0,0,0
5,4,True,2,0.0,0.0,5.625,2.8125,54.0,0.0,31.499999999999996,28.125
0,4,False,13,0.0,0.0,5.625,2.8125,54.0,0.0,31.499999999999996,28.125
1,4,True,4,1.7307692307692308,0.0,11.76923076923077,1.7307692307692308,54.0,51.92307692307692,20.76923076923077,46.73076923076923
2,4,False,15,1.3235294117647058,0.0,9.264705882352942,2.6470588235294117,54.0,41.029411764705884,16.544117647058822,35.73529411764706
1,4,True,6,0.743801652892562,0.0,9.148760330578513,1.487603305785124,53.0,27.818181818181817,25.884297520661153,37.93388429752066
1,4,True,11,0.4918032786885246,0.0,9.934426229508198,0.9836065573770492,53.0,25.9672131147541,23.065573770491802,50.16393442622951
1,4,False,10,0.47619047619047616,0.0,9.857142857142858,1.4285714285714286,52.0,25.61904761904762,22.38095238095238,50.476190476190474
1,4,True,20,0.46632124352331605,0.0,9.652849740932643,1.3989637305699483,52.0,25.088082901554404,21.917098445595855,49.4300518134715
0,4,False,8,0.4368932038834951,0.0,9.262135922330097,1.3106796116504855,52.0,25.776699029126213,20.533980582524272,46.310679611650485
0,4,True,17,0.4186046511627907,0.0,8.874418604651163,1.255813953488372,52.0,24.781395348837208,19.71627906976744,44.372093023255815
2,3,True,1,0,0,0,0,55.0,0,0,0
6,3,False,12,0,0,0,0,55.0,0,0,0
3,3,True,2,0.0,0.0,3.8117647058823527,2.1176470588235294,55.0,7.2,8.576470588235294,22.235294117647058
5,3,False,13,0.0,0.5521472392638037,4.41717791411043,1.656441717791411,55.0,17.66871165644172,13.803680981595091,12.699386503067485
3,3,True,4,0.0,0.3557312252964427,5.976284584980237,1.4229249011857708,55.0,17.00395256916996,25.150197628458496,17.43083003952569
3,3,False,15,0.0,0.5247813411078717,5.746355685131195,2.0991253644314867,55.0,17.895043731778422,26.02915451895044,13.38192419825073
2,3,True,6,0.0,0.430622009569378,5.66267942583732,1.722488038277512,55.0,16.96650717703349,27.452153110047846,12.057416267942584
10,3,True,11,0.0,0.3757828810020877,5.505219206680583,1.5031315240083507,55.0,16.233820459290182,26.924843423799587,11.837160751565762
3,3,False,10,0.0,0.32608695652173914,5.08695652173913,1.4673913043478262,55.0,14.249999999999996,23.771739130434785,12.717391304347826
10,3,True,20,0.14018691588785046,0.2803738317757009,5.761682242990654,1.4018691588785046,56.0,18.14018691588785,24.364485981308412,15.0
2,3,False,8,0.12295081967213115,0.2459016393442623,5.532786885245901,1.2295081967213115,57.0,16.86885245901639,24.959016393442624,13.401639344262295
0,3,True,17,0.2192448233861145,0.2192448233861145,6.171741778319123,1.2058465286236297,57.0,19.732034104750305,26.232643118148598,15.676004872107187
1,2,True,1,0,0,0,0,45.0,0,0,0
2,2,False,12,0,0,0,0,45.0,0,0,0
6,2,True,2,0.0,0.0,1.6,2.0,45.0,13.8,1.9,0.0
1,2,False,13,0.0,0.0,1.6607142857142858,1.6071428571428572,45.0,15.0,1.232142857142857,0.0
1,2,True,4,0.0,0.3488372093023256,3.5581395348837206,1.3953488372093024,45.0,21.767441860465116,13.709302325581394,0.0
6,2,False,15,0.0,0.28662420382165604,2.9808917197452227,1.4331210191082802,45.0,18.171974522292995,11.436305732484076,0.0
1,2,True,6,0.0,0.2777777777777778,2.9166666666666665,1.6666666666666667,45.0,17.666666666666668,11.166666666666666,0.0
1,2,True,11,0.0,0.23316062176165803,2.6813471502590667,1.3989637305699483,45.0,17.113989637305703,9.466321243523314,0.0
1,2,False,10,0.0,0.18907563025210083,2.34453781512605,1.5126050420168067,45.0,15.42857142857143,7.771008403361344,0.0
2,2,True,20,0.0,0.17964071856287425,2.263473053892215,1.437125748502994,45.0,14.80239520958084,7.526946107784429,0.0
1,2,False,8,0.0,0.1618705035971223,2.136690647482014,1.2949640287769784,45.0,13.888489208633095,6.928057553956833,0.3237410071942446
0,2,True,17,0.0,0.1393188854489164,2.047987616099071,1.2538699690402477,45.0,13.430340557275542,6.227554179566562,0.5572755417956656
0,3,True,1,0,0,0,0,55.0,0,0,0
1,3,False,12,0,0,0,0,55.0,0,0,0
1,3,True,2,0,0,0.0,0,55.0,0.0,0.0,0.0
1,3,False,13,0.0,0.0,72.0,0.0,55.0,90.0,630.0,0.0
3,3,True,4,0.0,0.0,8.181818181818182,0.0,55.0,17.181818181818183,63.0,0.0
1,3,False,15,0.0,0.0,5.210526315789474,2.3684210526315788,55.0,14.68421052631579,36.473684210526315,0.0
2,3,True,6,0.0,0.0,5.076923076923077,0.7692307692307693,54.0,10.461538461538463,26.615384615384617,13.076923076923077
5,3,True,11,0.0,0.0,5.834482758620689,0.6206896551724138,54.0,14.151724137931035,32.834482758620695,10.551724137931034
1,3,False,10,0.0,0.0,5.6680851063829785,1.148936170212766,54.0,14.017021276595745,34.12340425531915,8.042553191489361
5,3,True,20,0.0,0.28213166144200624,6.601880877742946,1.128526645768025,54.0,19.862068965517246,37.35423197492163,8.463949843260188
2,3,False,8,0.0,0.2616279069767442,6.148255813953488,1.0465116279069768,54.0,18.470930232558143,34.71802325581396,7.848837209302325
0,3,True,17,0.0,0.425531914893617,7.510638297872339,1.0638297872340425,54.0,21.744680851063833,42.340425531914896,10.638297872340425
0,3,True,1,0,0,0,0,45.0,0,0,0
0,3,False,12,0,0,0,0,45.0,0,0,0
0,3,True,2,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,13,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,True,4,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,15,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,True,6,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,True,11,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,10,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,True,20,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,8,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,True,17,0,0,0.0,0,45.0,0.0,0.0,0.0
1,3,True,1,0,0,0,0,45.0,0,0,0
0,3,False,12,0,0,0,0,45.0,0,0,0
0,3,True,2,0.0,0.0,4.5,0.0,45.0,27.0,11.25,0.0
0,3,False,13,0.0,0.0,4.5,0.0,45.0,27.0,11.25,0.0
0,3,True,4,0.0,0.0,4.5,0.0,44.0,27.0,11.25,0.0
0,3,False,15,0.0,0.0,4.5,0.0,44.0,27.0,11.25,0.0
0,3,True,6,0.0,0.0,4.5,0.0,44.0,27.0,11.25,0.0
0,3,True,11,0.0,0.0,4.5,0.0,43.0,27.0,11.25,0.0
0,3,False,10,0.0,0.0,4.5,0.0,43.0,27.0,11.25,0.0
0,3,True,20,0.0,0.0,4.5,0.0,43.0,27.0,11.25,0.0
1,3,False,8,0.0,0.0,4.5,0.0,43.0,27.0,11.25,0.0
0,3,True,17,0.0,0.0,4.5,0.0,43.0,27.0,11.25,0.0
0,2,True,1,0,0,0,0,40.0,0,0,0
0,2,False,12,0,0,0,0,40.0,0,0,0
0,2,True,2,0,0,0.0,0,40.0,0.0,0.0,0.0
0,2,False,13,0,0,0.0,0,39.0,0.0,0.0,0.0
0,2,True,4,0,0,0.0,0,39.0,0.0,0.0,0.0
0,2,False,15,0,0,0.0,0,39.0,0.0,0.0,0.0
0,2,True,6,0,0,0.0,0,39.0,0.0,0.0,0.0
0,2,True,11,0,0,0.0,0,39.0,0.0,0.0,0.0
0,2,False,10,0,0,0.0,0,39.0,0.0,0.0,0.0
0,2,True,20,0,0,0.0,0,39.0,0.0,0.0,0.0
0,2,False,8,0,0,0.0,0,39.0,0.0,0.0,0.0
0,2,True,17,0,0,0.0,0,39.0,0.0,0.0,0.0
0,1,True,1,0,0,0,0,45.0,0,0,0
0,1,False,12,0,0,0,0,45.0,0,0,0
0,1,True,2,0,0,0.0,0,45.0,0.0,0.0,0.0
0,1,False,13,0,0,0.0,0,45.0,0.0,0.0,0.0
0,1,True,4,0,0,0.0,0,45.0,0.0,0.0,0.0
0,1,False,15,0,0,0.0,0,44.0,0.0,0.0,0.0
0,1,True,6,0,0,0.0,0,44.0,0.0,0.0,0.0
0,1,True,11,0,0,0.0,0,44.0,0.0,0.0,0.0
0,1,False,10,0,0,0.0,0,44.0,0.0,0.0,0.0
0,1,True,20,0,0,0.0,0,44.0,0.0,0.0,0.0
0,1,False,8,0,0,0.0,0,44.0,0.0,0.0,0.0
0,1,True,17,0,0,0.0,0,44.0,0.0,0.0,0.0
0,1,True,6,0,0,0,0,40.0,0,0,0
0,1,False,2,0,0,0,0,40.0,0,0,0
0,1,True,16,0,0,0.0,0,40.0,0.0,0.0,0.0
0,1,False,4,0,0,0.0,0,40.0,0.0,0.0,0.0
0,1,False,11,0,0,0.0,0,40.0,0.0,0.0,0.0
0,1,True,12,0,0,0.0,0,40.0,0.0,0.0,0.0
9,1,True,19,0,0,0.0,0,40.0,0.0,0.0,0.0
0,1,False,17,0,0,0.0,0,40.0,0.0,0.0,0.0
0,1,True,14,0.0,0.0,3.6,0.0,40.0,36.0,0.0,0.0
0,1,False,18,0.0,0.0,3.6,0.0,40.0,36.0,0.0,0.0
0,1,False,15,0.0,0.0,3.6,0.0,40.0,36.0,0.0,0.0
0,1,True,7,0.0,0.0,3.6,0.0,40.0,36.0,0.0,0.0
0,1,False,9,0.0,0.0,3.6,0.0,40.0,36.0,0.0,0.0
0,4,True,6,0,0,0,0,50.0,0,0,0
1,4,False,2,0,0,0,0,50.0,0,0,0
1,4,True,16,0,0,0.0,0,50.0,0.0,0.0,0.0
1,4,False,4,0.0,0.0,11.423076923076923,3.4615384615384617,50.0,18.692307692307693,38.07692307692308,58.84615384615385
0,4,False,11,0.0,0.0,7.024390243902439,1.0975609756097562,50.0,5.926829268292684,26.01219512195122,39.51219512195122
0,4,True,12,0.0,0.0,6.6976744186046515,1.0465116279069768,50.0,5.651162790697675,25.11627906976744,37.674418604651166
1,4,True,19,0.0,0.0,6.6976744186046515,1.0465116279069768,50.0,5.651162790697675,25.11627906976744,37.674418604651166
1,4,False,17,0.0,0.0,6.6976744186046515,1.0465116279069768,50.0,5.651162790697675,25.11627906976744,37.674418604651166
1,4,True,14,0.0,0.0,7.137931034482759,1.0344827586206897,50.0,6.620689655172414,26.689655172413794,39.310344827586206
1,4,False,18,0.0,0.0,7.261363636363637,1.0227272727272727,50.0,7.568181818181818,26.386363636363637,39.88636363636363
0,4,False,15,0.0,0.0,6.989361702127661,0.9574468085106383,50.0,7.085106382978723,24.98936170212766,39.255319148936174
0,4,True,7,0.0,0.0,6.37864077669903,1.7475728155339805,50.0,6.466019417475728,22.805825242718445,35.8252427184466
0,4,False,9,0.0,0.0,6.37864077669903,1.7475728155339805,50.0,6.466019417475728,22.805825242718445,35.8252427184466
0,2,True,6,0,0,0,0,45.0,0,0,0
0,2,False,2,0,0,0,0,45.0,0,0,0
0,2,True,16,0,0,0.0,0,45.0,0.0,0.0,0.0
0,2,False,4,0,0,0.0,0,45.0,0.0,0.0,0.0
0,2,False,11,0,0,0.0,0,45.0,0.0,0.0,0.0
0,2,True,12,0,0,0.0,0,45.0,0.0,0.0,0.0
0,2,True,19,0,0,0.0,0,45.0,0.0,0.0,0.0
2,2,False,17,0,0,0.0,0,45.0,0.0,0.0,0.0
1,2,True,14,0,0,0.0,0,45.0,0.0,0.0,0.0
2,2,False,18,0.0,0.0,4.8,1.0,45.0,25.8,15.9,6.0
2,2,False,15,0.0,0.0,3.347560975609756,1.646341463414634,45.0,18.329268292682926,9.49390243902439,5.487804878048781
6,2,True,7,0.0,0.0,3.0521739130434784,1.565217391304348,45.0,16.2,7.004347826086957,7.043478260869565
0,2,False,9,0.0,0.0,2.390625,1.40625,45.0,13.33125,5.428125,5.0625
0,3,True,6,0,0,0,0,55.0,0,0,0
0,3,False,2,0,0,0,0,55.0,0,0,0
0,3,True,16,0,0,0.0,0,55.0,0.0,0.0,0.0
0,3,False,4,0,0,0.0,0,55.0,0.0,0.0,0.0
0,3,False,11,0,0,0.0,0,55.0,0.0,0.0,0.0
0,3,True,12,0,0,0.0,0,55.0,0.0,0.0,0.0
0,3,True,19,0,0,0.0,0,55.0,0.0,0.0,0.0
0,3,False,17,0,0,0.0,0,55.0,0.0,0.0,0.0
0,3,True,14,0,0,0.0,0,55.0,0.0,0.0,0.0
0,3,False,18,0,0,0.0,0,55.0,0.0,0.0,0.0
0,3,False,15,0,0,0.0,0,54.0,0.0,0.0,0.0
0,3,True,7,0,0,0.0,0,54.0,0.0,0.0,0.0
0,3,False,9,0,0,0.0,0,54.0,0.0,0.0,0.0
0,2,True,6,0,0,0,0,45.0,0,0,0
0,2,False,2,0,0,0,0,45.0,0,0,0
0,2,True,16,0,0,0.0,0,44.0,0.0,0.0,0.0
1,2,False,4,0,0,0.0,0,44.0,0.0,0.0,0.0
0,2,False,11,0,0,0.0,0,43.0,0.0,0.0,0.0
0,2,True,12,0.0,0.0,2.8636363636363633,4.090909090909091,43.0,26.181818181818183,1.2272727272727273,0.0
0,2,True,19,0.0,0.0,2.8636363636363633,4.090909090909091,43.0,26.181818181818183,1.2272727272727273,0.0
0,2,False,17,0.0,0.0,2.8636363636363633,4.090909090909091,42.0,26.181818181818183,1.2272727272727273,0.0
0,2,True,14,0.0,0.0,2.8636363636363633,4.090909090909091,42.0,26.181818181818183,1.2272727272727273,0.0
0,2,False,18,0.0,0.0,2.8636363636363633,4.090909090909091,42.0,26.181818181818183,1.2272727272727273,0.0
0,2,False,15,0.0,0.0,2.8636363636363633,4.090909090909091,42.0,26.181818181818183,1.2272727272727273,0.0
0,2,True,7,0.0,0.0,2.8636363636363633,4.090909090909091,42.0,26.181818181818183,1.2272727272727273,0.0
0,2,False,9,0.0,0.0,2.8636363636363633,4.090909090909091,42.0,26.181818181818183,1.2272727272727273,0.0
1,3,True,6,0,0,0,0,55.0,0,0,0
1,3,False,2,0,0,0,0,55.0,0,0,0
0,3,True,16,0.0,0.0,1.8620689655172413,0.0,54.0,1.2413793103448276,5.896551724137931,12.413793103448276
0,3,False,4,0.0,0.0,2.131578947368421,2.3684210526315788,53.0,1.4210526315789476,5.210526315789473,14.210526315789474
0,3,False,11,0.0,0.0,2.131578947368421,2.3684210526315788,53.0,1.4210526315789476,5.210526315789473,14.210526315789474
0,3,True,12,0.0,0.0,2.131578947368421,2.3684210526315788,53.0,1.4210526315789476,5.210526315789473,14.210526315789474
0,3,True,19,0.0,0.0,2.131578947368421,2.3684210526315788,53.0,1.4210526315789476,5.210526315789473,14.210526315789474
0,3,False,17,0.0,0.0,2.131578947368421,2.3684210526315788,53.0,1.4210526315789476,5.210526315789473,14.210526315789474
0,3,True,14,0.0,0.0,2.131578947368421,2.3684210526315788,53.0,1.4210526315789476,5.210526315789473,14.210526315789474
0,3,False,18,0.0,0.0,2.131578947368421,2.3684210526315788,53.0,1.4210526315789476,5.210526315789473,14.210526315789474
0,3,False,15,0.0,0.0,2.131578947368421,2.3684210526315788,53.0,1.4210526315789476,5.210526315789473,14.210526315789474
0,3,True,7,0.0,0.0,2.131578947368421,2.3684210526315788,53.0,1.4210526315789476,5.210526315789473,14.210526315789474
0,3,False,9,0.0,0.0,2.131578947368421,2.3684210526315788,53.0,1.4210526315789476,5.210526315789473,14.210526315789474
3,1,True,6,0,0,0,0,45.0,0,0,0
1,1,False,2,0,0,0,0,45.0,0,0,0
7,1,True,16,0.0,0.0,3.5,1.0,45.0,35.0,0.0,0.0
2,1,False,4,0.0,0.0,2.35,1.5,45.0,23.5,0.0,0.0
3,1,False,11,0.0,0.3333333333333333,3.466666666666667,1.3333333333333333,45.0,30.266666666666666,4.333333333333333,0.0
9,1,True,12,0.0,0.25,3.525000000000001,1.25,45.0,32.05,3.25,0.0
0,1,True,19,0.0,0.2,3.5,1.2,45.0,32.44,2.6,0.0
2,1,False,17,0.0,0.16666666666666666,3.933333333333333,1.0,45.0,37.166666666666664,2.1666666666666665,0.0
1,1,True,14,0.0,0.16666666666666666,3.933333333333333,1.0,45.0,37.166666666666664,2.1666666666666665,0.0
2,1,False,18,0.0,0.14285714285714285,3.9714285714285715,1.0,45.0,37.857142857142854,1.8571428571428572,0.0
3,1,False,15,0.0,0.125,3.6375,1.125,45.0,34.725,1.625,0.0
6,1,True,7,0.0,0.1111111111111111,3.6333333333333337,1.2222222222222223,45.0,34.84444444444445,1.4444444444444444,0.0
0,1,False,9,0.0,0.1,3.5400000000000005,1.2,45.0,34.040000000000006,1.3,0.0
0,3,True,6,0,0,0,0,50.0,0,0,0
0,3,False,2,0,0,0,0,50.0,0,0,0
0,3,True,16,0,0,0.0,0,49.0,0.0,0.0,0.0
0,3,False,4,0,0,0.0,0,49.0,0.0,0.0,0.0
0,3,False,11,0,0,0.0,0,49.0,0.0,0.0,0.0
0,3,True,12,0,0,0.0,0,48.0,0.0,0.0,0.0
0,3,True,19,0,0,0.0,0,48.0,0.0,0.0,0.0
0,3,False,17,0,0,0.0,0,48.0,0.0,0.0,0.0
0,3,True,14,0,0,0.0,0,48.0,0.0,0.0,0.0
0,3,False,18,0,0,0.0,0,48.0,0.0,0.0,0.0
0,3,False,15,0,0,0.0,0,48.0,0.0,0.0,0.0
0,3,True,7,0,0,0.0,0,48.0,0.0,0.0,0.0
0,3,False,9,0,0,0.0,0,48.0,0.0,0.0,0.0
0,3,True,6,0,0,0,0,45.0,0,0,0
0,3,False,2,0,0,0,0,45.0,0,0,0
0,3,True,16,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,4,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,11,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,True,12,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,True,19,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,17,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,True,14,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,18,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,15,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,True,7,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,9,0,0,0.0,0,45.0,0.0,0.0,0.0
2,3,True,6,0,0,0,0,55.0,0,0,0
1,3,False,2,0,0,0,0,55.0,0,0,0
0,3,True,16,0.0,0.0,3.9,1.0,54.0,10.0,3.5,25.0
0,3,False,4,0.0,0.0,3.0483870967741935,1.4516129032258065,54.0,7.403225806451612,2.9758064516129026,19.596774193548388
0,3,False,11,0.0,0.0,3.0483870967741935,1.4516129032258065,53.0,7.403225806451612,2.9758064516129026,19.596774193548388
0,3,True,12,0.0,0.0,3.0483870967741935,1.4516129032258065,53.0,7.403225806451612,2.9758064516129026,19.596774193548388
1,3,True,19,0.0,0.0,3.0483870967741935,1.4516129032258065,53.0,7.403225806451612,2.9758064516129026,19.596774193548388
1,3,False,17,0.0,0.0,3.0483870967741935,1.4516129032258065,53.0,7.403225806451612,2.9758064516129026,19.596774193548388
0,3,True,14,0.0,0.0,2.9097744360902253,1.3533834586466165,53.0,7.308270676691729,3.31578947368421,18.270676691729324
0,3,False,18,0.0,0.0,2.888059701492537,1.3432835820895523,53.0,7.253731343283581,3.2910447761194024,18.134328358208954
0,3,False,15,0.0,0.0,2.888059701492537,1.3432835820895523,53.0,7.253731343283581,3.2910447761194024,18.134328358208954
1,3,True,7,0.0,0.0,2.888059701492537,1.3432835820895523,53.0,7.253731343283581,3.2910447761194024,18.134328358208954
0,3,False,9,0.0,0.0,2.888059701492537,1.3432835820895523,53.0,7.253731343283581,3.2910447761194024,18.134328358208954
2,3,True,6,0,0,0,0,55.0,0,0,0
2,3,False,2,0,0,0,0,55.0,0,0,0
1,3,True,16,0.0,0.0,3.8,1.0,55.0,13.8,22.1,2.0
2,3,False,4,0.0,0.0,4.449999999999999,1.5,55.0,16.0,27.6,1.0
5,3,False,11,0.0,0.0,5.166666666666666,1.3333333333333333,55.0,16.133333333333333,34.03333333333333,1.6666666666666667
3,3,True,12,0.0,0.0,5.1,1.25,55.0,17.45,28.674999999999994,5.0
6,3,True,19,0.0,0.2,4.94,1.2,55.0,19.76,25.8,4.0
5,3,False,17,0.0,0.16666666666666666,4.583333333333333,1.0,55.0,18.233333333333334,23.883333333333336,3.8333333333333335
9,3,True,14,0.0,0.2857142857142857,4.914285714285715,0.8571428571428571,55.0,20.257142857142853,24.514285714285716,4.428571428571429
2,3,False,18,0.0,0.375,5.324999999999999,0.875,55.0,22.324999999999996,26.7875,4.125
2,3,False,15,0.1111111111111111,0.3333333333333333,5.7,1.0,55.0,24.75555555555555,26.400000000000006,5.777777777777778
12,3,True,7,0.1,0.3,5.19,1.1,55.0,22.619999999999997,24.03,5.2
0,3,False,9,0.09259259259259259,0.2777777777777778,4.851851851851852,1.1111111111111112,55.0,20.94444444444444,22.564814814814813,5.0
0,3,True,6,0,0,0,0,45.0,0,0,0
0,3,False,2,0,0,0,0,45.0,0,0,0
0,3,True,16,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,4,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,11,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,True,12,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,True,19,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,17,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,True,14,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,18,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,15,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,True,7,0,0,0.0,0,45.0,0.0,0.0,0.0
0,3,False,9,0,0,0.0,0,45.0,0.0,0.0,0.0
1,2,True,6,0,0,0,0,45.0,0,0,0
0,2,False,2,0,0,0,0,45.0,0,0,0
0,2,True,16,0.0,0.0,1.565217391304348,1.3043478260869565,44.0,15.391304347826088,0.2608695652173913,0.0
0,2,False,4,0.0,0.0,1.565217391304348,1.3043478260869565,44.0,15.391304347826088,0.2608695652173913,0.0
0,2,False,11,0.0,0.0,1.565217391304348,1.3043478260869565,44.0,15.391304347826088,0.2608695652173913,0.0
0,2,True,12,0.0,0.0,1.565217391304348,1.3043478260869565,43.0,15.391304347826088,0.2608695652173913,0.0
0,2,True,19,0.0,0.0,1.565217391304348,1.3043478260869565,43.0,15.391304347826088,0.2608695652173913,0.0
0,2,False,17,0.0,0.0,1.565217391304348,1.3043478260869565,43.0,15.391304347826088,0.2608695652173913,0.0
0,2,True,14,0.0,0.0,1.565217391304348,1.3043478260869565,43.0,15.391304347826088,0.2608695652173913,0.0
0,2,False,18,0.0,0.0,1.565217391304348,1.3043478260869565,43.0,15.391304347826088,0.2608695652173913,0.0
0,2,False,15,0.0,0.0,1.565217391304348,1.3043478260869565,43.0,15.391304347826088,0.2608695652173913,0.0
0,2,True,7,0.0,0.0,1.565217391304348,1.3043478260869565,43.0,15.391304347826088,0.2608695652173913,0.0
0,2,False,9,0.0,0.0,1.565217391304348,1.3043478260869565,43.0,15.391304347826088,0.2608695652173913,0.0
2,3,True,6,0,0,0,0,55.0,0,0,0
2,3,False,2,0,0,0,0,55.0,0,0,0
9,3,True,16,0.0,0.0,4.8,1.0,55.0,5.6,18.2,24.0
2,3,False,4,0.0,0.0,5.294117647058823,1.0588235294117647,55.0,5.6117647058823525,16.99411764705882,30.176470588235293
2,3,False,11,0.34615384615384615,0.0,7.892307692307693,1.0384615384615385,55.0,19.176923076923078,21.703846153846154,38.07692307692308
3,3,True,12,0.2571428571428571,0.0,7.894285714285716,1.0285714285714285,55.0,16.714285714285715,22.602857142857147,39.6
3,3,True,19,0.20454545454545456,0.0,6.6477272727272725,1.0227272727272727,55.0,14.686363636363636,18.28636363636364,33.54545454545455
2,3,False,17,0.16981132075471697,0.0,6.962264150943396,0.8490566037735849,55.0,14.637735849056604,20.513207547169813,34.471698113207545
2,3,True,14,0.14754098360655737,0.0,7.0967213114754095,0.7377049180327869,55.0,14.429508196721311,22.868852459016395,33.63934426229508
2,3,False,18,0.12857142857142856,0.0,7.174285714285714,0.7714285714285715,55.0,14.528571428571428,22.55142857142857,34.58571428571429
2,3,False,15,0.11392405063291139,0.0,7.131645569620253,0.9113924050632911,55.0,14.30886075949367,23.832911392405062,33.151898734177216
2,3,True,7,0.10227272727272728,0.0,6.484090909090909,1.0227272727272727,55.0,12.845454545454546,21.957954545454545,30.170454545454547
0,3,False,9,0.09394572025052192,0.0,6.34133611691023,1.033402922755741,54.0,12.889352818371606,22.36847599164927,28.2776617954071
0,3,True,6,0,0,0,0,50.0,0,0,0
0,3,False,2,0,0,0,0,50.0,0,0,0
1,3,True,16,0,0,0.0,0,50.0,0.0,0.0,0.0
1,3,False,4,0.0,0.0,0.9818181818181818,1.6363636363636365,50.0,1.309090909090909,1.6363636363636365,6.545454545454546
1,3,False,11,0.0,0.0,4.054054054054054,0.8108108108108109,49.0,3.891891891891892,14.837837837837839,21.89189189189189
3,3,True,12,0.0,0.0,4.024390243902439,1.4634146341463414,49.0,6.439024390243904,14.195121951219514,19.75609756097561
0,3,True,19,0.0,0.0,2.704225352112676,1.267605633802817,49.0,6.169014084507043,9.084507042253522,11.830985915492958
1,3,False,17,0.0,0.0,2.2992700729927007,0.9854014598540146,49.0,5.189781021897811,7.324817518248177,10.510948905109489
0,3,True,14,0.0,0.0,2.2992700729927007,0.9854014598540146,49.0,5.189781021897811,7.324817518248177,10.510948905109489
0,3,False,18,0.0,0.0,2.2344827586206897,0.9310344827586207,49.0,5.524137931034483,6.920689655172415,9.931034482758621
0,3,False,15,0.0,0.0,2.2344827586206897,0.9310344827586207,49.0,5.524137931034483,6.920689655172415,9.931034482758621
1,3,True,7,0.0,0.0,2.2344827586206897,0.9310344827586207,49.0,5.524137931034483,6.920689655172415,9.931034482758621
0,3,False,9,0.0,0.0,2.2344827586206897,0.9310344827586207,49.0,5.524137931034483,6.920689655172415,9.931034482758621
0,4,True,6,0,0,0,0,80.0,0,0,0
0,4,False,2,0,0,0,0,80.0,0,0,0
0,4,True,16,0,0,0.0,0,79.0,0.0,0.0,0.0
0,4,False,4,0,0,0.0,0,79.0,0.0,0.0,0.0
0,4,False,11,0,0,0.0,0,79.0,0.0,0.0,0.0
0,4,True,12,0,0,0.0,0,79.0,0.0,0.0,0.0
0,4,True,19,0,0,0.0,0,79.0,0.0,0.0,0.0
0,4,False,17,0,0,0.0,0,79.0,0.0,0.0,0.0
1,4,True,14,0,0,0.0,0,79.0,0.0,0.0,0.0
1,4,False,18,0,0,0.0,0,79.0,0.0,0.0,0.0
